id,name,department,salary,join_date
654,Employee_654,Sales,81751,2025-11-23
655,Employee_655,Finance,112287,2025-12-28
656,Employee_656,Sales,47910,2025-04-09
657,Employee_657,Support,75950,2025-04-14
658,Employee_658,Support,101686,2025-05-07
659,Employee_659,Support,90799,2026-05-10
660,Employee_660,Sales,51141,2025-09-21
661,Employee_661,Support,85354,2026-03-06
662,Employee_662,Support,34808,2025-07-22
663,Employee_663,Finance,33796,2025-04-12
664,Employee_664,Finance,35933,2026-05-07
665,Employee_665,Sales,32503,2026-04-12
666,Employee_666,IT,47916,2025-03-08
667,Employee_667,Finance,110697,2025-11-04
668,Employee_668,Finance,75138,2026-04-18
669,Employee_669,IT,90235,2025-12-02
670,Employee_670,IT,48491,2025-12-22
671,Employee_671,Finance,85835,2025-02-03
672,Employee_672,IT,62299,2025-02-20
673,Employee_673,Support,56777,2025-05-09
674,Employee_674,Sales,53035,2025-02-08
675,Employee_675,Sales,70026,2025-08-07
676,Employee_676,HR,25564,2025-08-15
677,Employee_677,Finance,61297,2026-02-10
678,Employee_678,Support,68935,2026-03-27
679,Employee_679,Finance,94613,2025-10-30
680,Employee_680,Sales,36630,2026-01-01
681,Employee_681,Sales,100757,2025-12-26
682,Employee_682,Sales,50812,2026-05-10
683,Employee_683,Sales,29278,2025-10-18
684,Employee_684,HR,79905,2025-10-23
685,Employee_685,IT,28807,2026-02-26
686,Employee_686,Support,56007,2025-07-15
687,Employee_687,IT,90141,2026-03-29
688,Employee_688,HR,106245,2025-07-21
689,Employee_689,Support,55876,2025-08-27
690,Employee_690,Finance,74847,2025-11-08
691,Employee_691,HR,74766,2025-10-02
692,Employee_692,IT,39450,2025-04-15
693,Employee_693,HR,83715,2025-02-25
694,Employee_694,Support,79496,2026-03-20
695,Employee_695,Support,85589,2025-09-13
696,Employee_696,Sales,76095,2025-02-08
697,Employee_697,IT,54362,2025-05-27
698,Employee_698,IT,62530,2025-09-29
699,Employee_699,HR,31373,2026-05-11
700,Employee_700,HR,80018,2026-04-05
701,Employee_701,Finance,73478,2025-08-06
702,Employee_702,Sales,48614,2025-01-05
703,Employee_703,Sales,37448,2026-05-08
704,Employee_704,HR,71604,2025-03-06
705,Employee_705,Sales,44940,2025-05-19
706,Employee_706,Support,52399,2025-05-10
707,Employee_707,IT,71763,2025-08-07
708,Employee_708,Support,119151,2025-04-27
709,Employee_709,HR,44441,2025-11-14
710,Employee_710,Sales,99806,2025-07-24
711,Employee_711,Finance,49412,2025-04-19
712,Employee_712,Sales,93748,2025-05-19
713,Employee_713,IT,71930,2025-01-25
714,Employee_714,Finance,116356,2025-08-11
715,Employee_715,Finance,85415,2025-02-20
716,Employee_716,Support,83859,2025-05-09
717,Employee_717,Sales,53009,2025-11-30
718,Employee_718,HR,103081,2025-12-30
719,Employee_719,Finance,39358,2025-05-13
720,Employee_720,IT,77201,2025-10-18
721,Employee_721,Support,43922,2025-09-05
722,Employee_722,Sales,78754,2025-08-02
723,Employee_723,Finance,53255,2025-02-26
724,Employee_724,Support,38878,2025-01-16
725,Employee_725,HR,68464,2025-05-14
726,Employee_726,HR,111586,2025-04-14
727,Employee_727,IT,31148,2025-07-24
728,Employee_728,Sales,34687,2025-10-28
729,Employee_729,IT,48573,2025-02-17
730,Employee_730,Support,34792,2025-03-21
731,Employee_731,Support,69500,2025-11-19
732,Employee_732,HR,62664,2026-04-19
733,Employee_733,HR,75455,2025-07-24
734,Employee_734,Support,67463,2025-06-26
735,Employee_735,IT,99574,2025-03-03
736,Employee_736,HR,109976,2025-06-30
737,Employee_737,HR,61831,2026-03-03
738,Employee_738,IT,103018,2026-03-12
739,Employee_739,Finance,61830,2025-01-17
740,Employee_740,Support,81080,2026-01-30
741,Employee_741,Sales,25856,2025-03-27
742,Employee_742,Sales,89010,2025-02-03
743,Employee_743,Finance,72996,2026-04-02
744,Employee_744,Support,45795,2025-03-19
745,Employee_745,Finance,91589,2026-01-12
746,Employee_746,HR,36722,2026-03-24
747,Employee_747,Finance,66831,2026-02-07
748,Employee_748,Finance,105112,2025-10-14
749,Employee_749,Sales,117742,2025-01-29
750,Employee_750,IT,37433,2025-10-04
751,Employee_751,Support,60140,2026-05-15
752,Employee_752,Sales,33023,2025-11-23
753,Employee_753,Sales,69336,2025-01-07
754,Employee_754,Support,29345,2025-08-14
755,Employee_755,Sales,110955,2025-01-16
756,Employee_756,Support,28870,2026-03-13
757,Employee_757,Support,34357,2025-08-09
758,Employee_758,Support,49267,2025-02-19
759,Employee_759,Support,28167,2025-12-31
760,Employee_760,Support,82586,2025-02-05
761,Employee_761,Finance,113803,2025-09-08
762,Employee_762,HR,114812,2025-05-14
763,Employee_763,Sales,96462,2025-10-18
764,Employee_764,Sales,60087,2025-10-19
765,Employee_765,Finance,70210,2026-02-21
766,Employee_766,Support,72305,2025-12-21
767,Employee_767,IT,43412,2025-03-16
768,Employee_768,Finance,37935,2025-06-20
769,Employee_769,Support,43396,2025-04-14
770,Employee_770,HR,55518,2025-11-24
771,Employee_771,Sales,115988,2026-02-22
772,Employee_772,Support,80806,2025-05-05
773,Employee_773,IT,84282,2025-07-31
774,Employee_774,IT,56014,2025-08-21
775,Employee_775,Finance,70404,2026-03-28
776,Employee_776,IT,68389,2025-05-20
777,Employee_777,Finance,56615,2025-08-11
778,Employee_778,Sales,93776,2025-03-26
779,Employee_779,Sales,76713,2025-06-09
780,Employee_780,Sales,62991,2026-03-31
781,Employee_781,Sales,96226,2025-02-02
782,Employee_782,Sales,97745,2025-07-29
783,Employee_783,HR,100560,2025-12-31
784,Employee_784,Finance,70986,2025-04-01
785,Employee_785,Finance,93797,2025-07-20
786,Employee_786,Sales,38973,2025-10-15
787,Employee_787,Sales,65882,2025-06-19
788,Employee_788,HR,99536,2025-06-20
789,Employee_789,Sales,93694,2025-11-13
790,Employee_790,IT,34278,2025-09-24
791,Employee_791,Support,34758,2025-09-08
792,Employee_792,Finance,81637,2025-02-09
793,Employee_793,Support,52409,2025-06-08
794,Employee_794,HR,59741,2025-07-15
795,Employee_795,IT,61360,2025-02-27
796,Employee_796,HR,81362,2026-02-22
797,Employee_797,Finance,55626,2026-04-15
798,Employee_798,IT,90737,2025-02-14
799,Employee_799,IT,115491,2025-06-05
800,Employee_800,Finance,78547,2025-11-14
801,Employee_801,HR,66817,2025-07-06
802,Employee_802,Finance,40180,2026-02-08
803,Employee_803,Finance,113924,2025-01-24
804,Employee_804,Support,107985,2026-01-26
805,Employee_805,HR,88366,2025-12-23
806,Employee_806,HR,107043,2025-10-16
807,Employee_807,IT,42766,2025-12-29
808,Employee_808,Sales,61748,2025-06-24
809,Employee_809,Support,37388,2025-08-28
810,Employee_810,Sales,117598,2025-01-26
811,Employee_811,IT,46022,2026-04-24
812,Employee_812,Finance,113253,2025-02-10
813,Employee_813,Finance,115923,2025-02-05
814,Employee_814,HR,35189,2026-03-03
815,Employee_815,HR,70681,2026-01-11
816,Employee_816,Finance,86086,2026-04-26
817,Employee_817,Finance,52192,2025-03-24
818,Employee_818,HR,28227,2025-12-09
819,Employee_819,Support,119034,2025-01-11
820,Employee_820,Finance,100507,2025-03-01
821,Employee_821,Sales,111696,2025-03-16
822,Employee_822,IT,116747,2026-03-22
823,Employee_823,Finance,45792,2026-04-04
824,Employee_824,Sales,98709,2026-03-20
825,Employee_825,Sales,118086,2026-01-21
826,Employee_826,Support,103874,2025-12-05
827,Employee_827,Finance,115133,2025-10-02
828,Employee_828,Support,33065,2025-01-19
829,Employee_829,HR,28609,2025-12-02
830,Employee_830,HR,93159,2025-12-21
831,Employee_831,IT,93649,2026-03-02
832,Employee_832,Support,32652,2025-06-25
833,Employee_833,Finance,27248,2025-02-25
834,Employee_834,Support,85854,2025-03-06
835,Employee_835,HR,75813,2025-06-10
836,Employee_836,IT,30140,2026-01-23
837,Employee_837,Sales,59978,2025-07-13
838,Employee_838,Sales,68951,2025-06-28
839,Employee_839,HR,49465,2026-05-15
840,Employee_840,Sales,26518,2025-03-30
841,Employee_841,IT,84903,2025-07-16
842,Employee_842,Finance,103891,2025-05-11
843,Employee_843,Finance,106851,2026-01-22
844,Employee_844,IT,66943,2025-05-28
845,Employee_845,Support,59592,2026-03-30
846,Employee_846,Finance,101902,2025-04-27
847,Employee_847,Support,101134,2025-04-21
848,Employee_848,Finance,30949,2025-11-30
849,Employee_849,HR,107716,2025-04-01
850,Employee_850,IT,88099,2025-07-18
851,Employee_851,Sales,97326,2025-09-12
852,Employee_852,HR,112033,2025-11-02
853,Employee_853,Sales,60744,2025-02-27
854,Employee_854,HR,102562,2025-09-05
855,Employee_855,HR,105537,2025-03-17
856,Employee_856,HR,84850,2025-10-31
857,Employee_857,Support,59258,2026-02-09
858,Employee_858,Sales,35109,2026-03-20
859,Employee_859,IT,41811,2025-08-07
860,Employee_860,Support,28255,2025-10-05
861,Employee_861,Support,88539,2025-05-05
862,Employee_862,Support,37221,2026-04-01
863,Employee_863,IT,82774,2025-12-23
864,Employee_864,IT,42967,2025-09-17
865,Employee_865,HR,77403,2025-03-17
866,Employee_866,HR,115511,2025-11-11
867,Employee_867,Support,84218,2026-04-12
868,Employee_868,Finance,83053,2025-10-25
869,Employee_869,Sales,118658,2025-07-10
870,Employee_870,HR,114819,2025-09-22
871,Employee_871,Support,40276,2025-04-25
872,Employee_872,HR,103132,2026-01-13
873,Employee_873,Finance,110047,2026-02-09
874,Employee_874,HR,106908,2025-05-24
875,Employee_875,IT,55392,2025-10-09
876,Employee_876,Sales,74284,2025-01-02
877,Employee_877,HR,79912,2026-03-13
878,Employee_878,Support,51082,2025-10-13
879,Employee_879,Sales,82277,2025-10-10
880,Employee_880,Finance,56315,2025-05-14
881,Employee_881,Support,53698,2025-06-19
882,Employee_882,Finance,40140,2025-01-20
883,Employee_883,IT,119765,2026-02-27
884,Employee_884,Finance,105254,2025-05-25
885,Employee_885,Support,113901,2026-05-05
886,Employee_886,Support,100708,2025-10-11
887,Employee_887,Support,38678,2025-07-29
888,Employee_888,HR,69694,2025-05-18
889,Employee_889,Support,86087,2025-02-07
890,Employee_890,IT,119144,2026-03-03
891,Employee_891,IT,67272,2025-02-06
892,Employee_892,IT,117881,2025-06-03
893,Employee_893,Finance,28776,2025-08-25
894,Employee_894,Support,71906,2026-03-19
895,Employee_895,HR,38368,2025-07-17
896,Employee_896,Finance,32330,2026-04-02
897,Employee_897,IT,47666,2026-04-27
898,Employee_898,Sales,32864,2025-10-24
899,Employee_899,IT,99464,2025-04-27
900,Employee_900,HR,27274,2025-11-19
901,Employee_901,IT,30051,2026-01-06
902,Employee_902,HR,50324,2025-11-28
903,Employee_903,Finance,38702,2025-12-26
904,Employee_904,Finance,76276,2025-11-02
905,Employee_905,Sales,62984,2025-11-07
906,Employee_906,HR,54554,2025-04-11
907,Employee_907,Support,37146,2025-07-05
908,Employee_908,Finance,116710,2025-08-15
909,Employee_909,Support,117229,2025-04-29
910,Employee_910,HR,97329,2025-06-09
911,Employee_911,Support,71335,2026-04-30
912,Employee_912,Sales,63278,2025-03-03
913,Employee_913,Support,73052,2025-05-01
914,Employee_914,IT,74937,2025-11-15
915,Employee_915,Sales,63496,2025-11-24
916,Employee_916,HR,74831,2025-04-03
917,Employee_917,Sales,57882,2025-02-07
918,Employee_918,Finance,54962,2025-01-05
919,Employee_919,HR,106733,2025-12-23
920,Employee_920,Support,99002,2025-02-08
921,Employee_921,Finance,53920,2025-05-23
922,Employee_922,Finance,70190,2025-08-21
923,Employee_923,IT,42239,2025-11-05
924,Employee_924,Finance,60340,2026-05-07
925,Employee_925,Sales,90427,2025-11-25
926,Employee_926,HR,117206,2025-05-10
927,Employee_927,IT,59407,2025-04-24
928,Employee_928,IT,107529,2025-01-10
929,Employee_929,Support,30112,2025-08-27
930,Employee_930,HR,65496,2025-11-11
931,Employee_931,Finance,109789,2025-07-24
932,Employee_932,Finance,34942,2025-11-16
933,Employee_933,Sales,27138,2025-11-03
934,Employee_934,Sales,112568,2025-03-04
935,Employee_935,Finance,68627,2025-08-24
936,Employee_936,Support,40413,2025-06-11
937,Employee_937,Support,99854,2026-02-01
938,Employee_938,Finance,88158,2025-05-18
939,Employee_939,Support,59946,2025-04-23
940,Employee_940,IT,76492,2025-12-02
941,Employee_941,Finance,96165,2025-05-25
942,Employee_942,Support,77126,2026-04-28
943,Employee_943,IT,81082,2026-03-31
944,Employee_944,Support,114927,2025-05-07
945,Employee_945,HR,46518,2025-06-27
946,Employee_946,Finance,41971,2025-05-31
947,Employee_947,IT,83611,2025-10-07
948,Employee_948,IT,119205,2025-09-24
949,Employee_949,IT,115718,2026-01-06
950,Employee_950,Sales,107647,2025-11-05
951,Employee_951,HR,81413,2025-05-13
952,Employee_952,Support,51177,2025-06-24
953,Employee_953,IT,38807,2025-08-19
954,Employee_954,HR,62573,2025-01-25
955,Employee_955,Support,52269,2025-12-29
956,Employee_956,Finance,89387,2026-03-23
957,Employee_957,Support,50604,2025-04-26
958,Employee_958,Sales,100561,2025-06-26
959,Employee_959,Sales,82315,2025-07-04
960,Employee_960,HR,112047,2025-05-30
961,Employee_961,Finance,79865,2026-04-20
962,Employee_962,HR,99909,2025-11-08
963,Employee_963,Finance,72490,2025-02-16
964,Employee_964,Finance,107487,2025-04-17
965,Employee_965,HR,115615,2025-04-17
966,Employee_966,IT,58090,2025-07-31
967,Employee_967,HR,100426,2025-06-24
968,Employee_968,IT,79955,2025-12-18
969,Employee_969,Sales,103648,2025-01-01
970,Employee_970,IT,28081,2025-11-11
971,Employee_971,HR,115986,2025-03-24
972,Employee_972,HR,82664,2026-05-14
973,Employee_973,Sales,108790,2026-03-18
974,Employee_974,Finance,74727,2025-05-15
975,Employee_975,Sales,55840,2025-12-19
976,Employee_976,IT,101454,2025-12-29
977,Employee_977,Support,29217,2025-04-05
978,Employee_978,HR,49550,2025-12-19
979,Employee_979,Sales,27601,2025-08-26
980,Employee_980,Finance,65300,2025-12-04
981,Employee_981,Sales,112293,2026-02-08
982,Employee_982,Support,51803,2026-02-16
983,Employee_983,Finance,40710,2025-11-30
984,Employee_984,Support,114135,2025-03-10
985,Employee_985,IT,85036,2025-01-19
986,Employee_986,IT,119710,2026-01-13
987,Employee_987,Sales,62796,2025-08-14
988,Employee_988,Finance,34078,2025-01-05
989,Employee_989,IT,25603,2025-03-16
990,Employee_990,IT,87307,2026-04-23
991,Employee_991,HR,36009,2026-01-17
992,Employee_992,Finance,112059,2025-12-25
993,Employee_993,HR,90111,2025-02-14
994,Employee_994,Sales,59426,2025-04-27
995,Employee_995,IT,46535,2025-06-02
996,Employee_996,IT,80946,2026-04-04
997,Employee_997,IT,53029,2025-04-29
998,Employee_998,IT,84271,2026-01-31
999,Employee_999,Support,57134,2025-01-16
1000,Employee_1000,Support,88398,2025-05-30
