order_id,customer_name,gender,age,city,state,product,category,quantity,unit_price,discount,total_amount,payment_method,order_date,salesperson
235,Yusuf,Male,26,Chennai,Tamil Nadu,Table,Furniture,5,7000,20,28000,Card,2025-12-06,Priya
236,Arjun,Male,32,Chennai,Tamil Nadu,Shoes,Fashion,4,3000,10,10800,NetBanking,2025-06-18,Neha
237,Priya,Female,45,Hyderabad,Telangana,Shoes,Fashion,4,3000,20,9600,UPI,2025-12-27,Meena
238,Neha,Female,60,Bengaluru,Karnataka,Shoes,Fashion,1,3000,0,3000,UPI,2025-05-30,Ahmed
239,Sneha,Male,23,Chennai,Tamil Nadu,Laptop,Electronics,3,55000,0,165000,Card,2025-11-14,Sneha
240,Yusuf,Male,27,Bengaluru,Karnataka,Phone,Electronics,1,25000,10,22500,Cash,2025-08-22,Meena
241,Vijay,Female,22,Pune,Maharashtra,Laptop,Electronics,4,55000,0,220000,Cash,2025-02-10,Priya
242,Rahul,Female,45,Bengaluru,Karnataka,TV,Electronics,3,42000,15,107100,Card,2025-12-08,Aarav
243,Diya,Female,18,Pune,Maharashtra,Chair,Furniture,4,4500,10,16200,Cash,2025-01-05,Aarav
244,Anu,Male,41,Delhi,Delhi,Laptop,Electronics,2,55000,15,93500,UPI,2025-10-28,Meena
245,Meena,Female,23,Mumbai,Maharashtra,Phone,Electronics,4,25000,15,85000,Card,2025-10-31,Divya
246,Divya,Male,29,Mumbai,Maharashtra,Chair,Furniture,5,4500,15,19125,NetBanking,2025-09-27,Yusuf
247,Priya,Male,39,Mumbai,Maharashtra,Rice,Grocery,2,1200,5,2280,Card,2025-01-26,Aarav
248,Divya,Female,38,Pune,Maharashtra,Shoes,Fashion,1,3000,15,2550,Card,2025-06-05,Anu
249,Anu,Female,59,Pune,Maharashtra,TV,Electronics,3,42000,20,100800,NetBanking,2025-02-23,Neha
250,Kiran,Male,37,Chennai,Tamil Nadu,Chair,Furniture,5,4500,5,21375,Cash,2025-04-19,Aarav
251,Yusuf,Male,38,Hyderabad,Telangana,Watch,Fashion,1,5000,10,4500,NetBanking,2025-03-23,Ahmed
252,Meena,Male,24,Bengaluru,Karnataka,Chair,Furniture,3,4500,15,11475,Card,2025-07-20,Neha
253,Anu,Male,48,Pune,Maharashtra,Chair,Furniture,4,4500,10,16200,NetBanking,2025-11-28,Diya
254,Neha,Male,19,Pune,Maharashtra,Rice,Grocery,3,1200,15,3060,UPI,2025-01-01,Ahmed
255,Yusuf,Male,18,Mumbai,Maharashtra,Laptop,Electronics,1,55000,5,52250,NetBanking,2025-07-14,Meena
256,Vijay,Female,44,Bengaluru,Karnataka,Table,Furniture,3,7000,5,19950,Cash,2025-12-05,Ravi
257,Vijay,Male,53,Delhi,Delhi,Shoes,Fashion,3,3000,0,9000,NetBanking,2025-05-28,Vijay
258,Rahul,Male,54,Mumbai,Maharashtra,Table,Furniture,4,7000,5,26600,UPI,2025-09-13,Ravi
259,Meena,Male,21,Pune,Maharashtra,Table,Furniture,2,7000,15,11900,Card,2025-07-30,Diya
260,Sneha,Male,45,Hyderabad,Telangana,Laptop,Electronics,1,55000,0,55000,UPI,2025-10-08,Divya
261,Sneha,Female,26,Pune,Maharashtra,Chair,Furniture,2,4500,0,9000,Cash,2025-10-05,Meena
262,Diya,Male,59,Pune,Maharashtra,Table,Furniture,2,7000,5,13300,Card,2025-12-06,Aarav
263,Yusuf,Male,47,Delhi,Delhi,Laptop,Electronics,4,55000,20,176000,UPI,2025-05-28,Kiran
264,Diya,Female,56,Chennai,Tamil Nadu,Table,Furniture,3,7000,10,18900,Card,2025-12-23,Divya
265,Priya,Female,25,Bengaluru,Karnataka,Rice,Grocery,2,1200,10,2160,Card,2025-05-09,Arjun
266,Sneha,Female,53,Mumbai,Maharashtra,Phone,Electronics,5,25000,10,112500,Card,2025-08-04,Neha
267,Yusuf,Female,54,Bengaluru,Karnataka,TV,Electronics,1,42000,15,35700,Cash,2025-11-03,Arjun
268,Yusuf,Female,53,Hyderabad,Telangana,Shoes,Fashion,1,3000,20,2400,Card,2025-04-05,Aarav
269,Diya,Female,23,Chennai,Tamil Nadu,Table,Furniture,3,7000,0,21000,UPI,2025-04-13,Vijay
270,Kiran,Female,58,Mumbai,Maharashtra,Laptop,Electronics,5,55000,0,275000,Card,2025-10-26,Priya
271,Diya,Male,21,Chennai,Tamil Nadu,Watch,Fashion,4,5000,0,20000,Card,2025-03-24,Meena
272,Yusuf,Male,58,Chennai,Tamil Nadu,Laptop,Electronics,4,55000,0,220000,UPI,2025-10-10,Divya
273,Sneha,Female,47,Bengaluru,Karnataka,Table,Furniture,1,7000,0,7000,NetBanking,2025-08-22,Meena
274,Sneha,Male,31,Pune,Maharashtra,Laptop,Electronics,1,55000,5,52250,NetBanking,2025-04-27,Rahul
275,Ravi,Male,52,Hyderabad,Telangana,Laptop,Electronics,1,55000,20,44000,NetBanking,2025-01-24,Vijay
276,Yusuf,Female,33,Mumbai,Maharashtra,Watch,Fashion,2,5000,15,8500,UPI,2025-12-10,Sneha
277,Rahul,Female,59,Delhi,Delhi,Rice,Grocery,4,1200,5,4560,NetBanking,2025-04-11,Vijay
278,Arjun,Female,22,Pune,Maharashtra,Watch,Fashion,2,5000,0,10000,NetBanking,2025-10-14,Divya
279,Anu,Female,29,Pune,Maharashtra,Table,Furniture,3,7000,20,16800,UPI,2025-02-26,Arjun
280,Arjun,Male,52,Delhi,Delhi,Watch,Fashion,3,5000,5,14250,Cash,2025-04-08,Diya
281,Ravi,Male,47,Bengaluru,Karnataka,Chair,Furniture,4,4500,10,16200,Cash,2025-09-09,Sneha
282,Arjun,Female,25,Delhi,Delhi,TV,Electronics,1,42000,5,39900,Card,2025-03-28,Meena
283,Priya,Male,53,Chennai,Tamil Nadu,Rice,Grocery,3,1200,10,3240,UPI,2025-12-19,Kiran
284,Divya,Male,28,Delhi,Delhi,Rice,Grocery,1,1200,5,1140,Cash,2025-09-04,Sneha
285,Ahmed,Male,28,Mumbai,Maharashtra,Chair,Furniture,2,4500,20,7200,NetBanking,2025-04-12,Priya
286,Arjun,Female,20,Delhi,Delhi,Laptop,Electronics,2,55000,20,88000,NetBanking,2025-06-14,Anu
287,Yusuf,Female,26,Delhi,Delhi,Rice,Grocery,5,1200,0,6000,Cash,2025-03-27,Neha
288,Arjun,Male,29,Chennai,Tamil Nadu,Watch,Fashion,2,5000,15,8500,Card,2025-08-26,Priya
289,Arjun,Female,56,Chennai,Tamil Nadu,Rice,Grocery,2,1200,10,2160,Cash,2025-07-04,Rahul
290,Yusuf,Female,41,Hyderabad,Telangana,Phone,Electronics,4,25000,10,90000,Card,2025-08-08,Anu
291,Vijay,Male,59,Chennai,Tamil Nadu,Chair,Furniture,3,4500,15,11475,UPI,2025-07-21,Priya
292,Neha,Male,42,Hyderabad,Telangana,Phone,Electronics,3,25000,15,63750,NetBanking,2025-12-08,Meena
293,Neha,Female,45,Delhi,Delhi,TV,Electronics,5,42000,20,168000,Cash,2025-06-27,Anu
294,Priya,Male,19,Hyderabad,Telangana,Watch,Fashion,5,5000,20,20000,UPI,2025-06-28,Arjun
295,Vijay,Female,19,Delhi,Delhi,Phone,Electronics,3,25000,5,71250,Cash,2025-04-06,Ravi
296,Divya,Male,20,Mumbai,Maharashtra,Rice,Grocery,5,1200,15,5100,Card,2025-08-20,Priya
297,Divya,Male,53,Delhi,Delhi,Laptop,Electronics,4,55000,0,220000,Card,2025-12-12,Priya
298,Rahul,Female,60,Mumbai,Maharashtra,Shoes,Fashion,4,3000,0,12000,UPI,2025-04-26,Meena
299,Arjun,Female,46,Pune,Maharashtra,Table,Furniture,2,7000,20,11200,Card,2025-12-28,Anu
300,Ahmed,Male,51,Mumbai,Maharashtra,Watch,Fashion,1,5000,0,5000,Cash,2025-11-16,Aarav
301,Ahmed,Male,21,Mumbai,Maharashtra,Watch,Fashion,4,5000,5,19000,Cash,2025-10-02,Ravi
302,Anu,Female,20,Mumbai,Maharashtra,Laptop,Electronics,1,55000,5,52250,Card,2025-08-10,Neha
303,Meena,Male,32,Bengaluru,Karnataka,Watch,Fashion,3,5000,0,15000,UPI,2025-08-27,Ravi
304,Ahmed,Female,31,Hyderabad,Telangana,Laptop,Electronics,4,55000,0,220000,Card,2025-10-31,Aarav
305,Yusuf,Female,36,Hyderabad,Telangana,Shoes,Fashion,3,3000,5,8550,Card,2025-01-05,Rahul
306,Vijay,Male,35,Delhi,Delhi,TV,Electronics,2,42000,5,79800,Cash,2025-09-03,Vijay
307,Yusuf,Male,50,Hyderabad,Telangana,Watch,Fashion,2,5000,15,8500,Card,2025-03-20,Vijay
308,Neha,Female,19,Mumbai,Maharashtra,Rice,Grocery,1,1200,15,1020,Cash,2025-02-05,Meena
309,Sneha,Female,58,Pune,Maharashtra,Laptop,Electronics,2,55000,15,93500,NetBanking,2025-02-14,Ahmed
310,Priya,Male,60,Mumbai,Maharashtra,Chair,Furniture,5,4500,0,22500,Cash,2025-08-08,Aarav
311,Yusuf,Male,26,Hyderabad,Telangana,Chair,Furniture,4,4500,20,14400,Card,2025-03-26,Priya
312,Kiran,Male,30,Pune,Maharashtra,TV,Electronics,1,42000,20,33600,UPI,2025-04-19,Sneha
313,Sneha,Female,44,Delhi,Delhi,Shoes,Fashion,2,3000,10,5400,Card,2025-12-25,Kiran
314,Sneha,Male,60,Bengaluru,Karnataka,Rice,Grocery,4,1200,0,4800,UPI,2025-04-17,Sneha
315,Priya,Male,27,Mumbai,Maharashtra,Phone,Electronics,1,25000,20,20000,NetBanking,2025-01-19,Rahul
316,Vijay,Male,43,Bengaluru,Karnataka,TV,Electronics,2,42000,5,79800,Cash,2025-05-01,Kiran
317,Priya,Male,53,Delhi,Delhi,Watch,Fashion,1,5000,5,4750,NetBanking,2025-01-09,Divya
318,Anu,Female,33,Chennai,Tamil Nadu,Laptop,Electronics,2,55000,5,104500,Cash,2025-10-05,Sneha
319,Neha,Male,28,Hyderabad,Telangana,Watch,Fashion,4,5000,0,20000,Card,2025-08-30,Yusuf
320,Ahmed,Female,45,Chennai,Tamil Nadu,Chair,Furniture,4,4500,20,14400,Cash,2025-11-14,Kiran
321,Ahmed,Male,54,Bengaluru,Karnataka,Table,Furniture,3,7000,10,18900,UPI,2025-12-24,Rahul
322,Meena,Male,27,Mumbai,Maharashtra,Chair,Furniture,2,4500,15,7650,Cash,2025-06-16,Neha
323,Arjun,Female,43,Bengaluru,Karnataka,Phone,Electronics,3,25000,10,67500,NetBanking,2025-03-30,Priya
324,Priya,Female,25,Bengaluru,Karnataka,Laptop,Electronics,4,55000,0,220000,UPI,2025-04-30,Rahul
325,Aarav,Female,26,Mumbai,Maharashtra,TV,Electronics,4,42000,0,168000,Card,2025-11-15,Priya
326,Ahmed,Male,57,Mumbai,Maharashtra,Watch,Fashion,2,5000,15,8500,NetBanking,2025-04-10,Anu
327,Sneha,Female,32,Mumbai,Maharashtra,Laptop,Electronics,1,55000,0,55000,NetBanking,2025-11-14,Neha
328,Diya,Female,43,Bengaluru,Karnataka,Phone,Electronics,5,25000,5,118750,Card,2025-08-09,Priya
329,Sneha,Female,40,Mumbai,Maharashtra,Watch,Fashion,5,5000,10,22500,UPI,2025-01-16,Divya
330,Priya,Female,30,Delhi,Delhi,Laptop,Electronics,3,55000,0,165000,UPI,2025-07-25,Sneha
331,Kiran,Male,27,Pune,Maharashtra,Laptop,Electronics,1,55000,5,52250,NetBanking,2025-12-06,Priya
332,Diya,Male,32,Hyderabad,Telangana,Table,Furniture,4,7000,15,23800,NetBanking,2025-07-25,Kiran
333,Ravi,Male,37,Mumbai,Maharashtra,Watch,Fashion,5,5000,20,20000,Card,2025-07-17,Arjun
334,Kiran,Male,20,Bengaluru,Karnataka,Shoes,Fashion,2,3000,10,5400,NetBanking,2025-10-29,Sneha
335,Meena,Male,48,Pune,Maharashtra,TV,Electronics,5,42000,0,210000,Cash,2025-08-22,Vijay
336,Meena,Female,25,Mumbai,Maharashtra,Shoes,Fashion,2,3000,10,5400,UPI,2025-01-25,Neha
337,Neha,Male,52,Chennai,Tamil Nadu,Shoes,Fashion,3,3000,10,8100,NetBanking,2025-02-28,Rahul
338,Anu,Female,56,Chennai,Tamil Nadu,Rice,Grocery,4,1200,20,3840,Cash,2025-09-13,Anu
339,Meena,Female,56,Bengaluru,Karnataka,Phone,Electronics,3,25000,10,67500,NetBanking,2025-11-13,Aarav
340,Arjun,Female,60,Hyderabad,Telangana,Chair,Furniture,5,4500,10,20250,NetBanking,2025-06-23,Ahmed
341,Ahmed,Male,47,Mumbai,Maharashtra,Rice,Grocery,5,1200,20,4800,UPI,2025-04-14,Divya
342,Vijay,Male,22,Hyderabad,Telangana,Rice,Grocery,3,1200,20,2880,UPI,2025-12-22,Kiran
343,Aarav,Male,53,Pune,Maharashtra,Watch,Fashion,3,5000,5,14250,Cash,2025-01-21,Aarav
344,Ravi,Male,30,Pune,Maharashtra,Chair,Furniture,2,4500,10,8100,Cash,2025-11-02,Ahmed
345,Diya,Female,36,Delhi,Delhi,TV,Electronics,4,42000,20,134400,Cash,2025-07-13,Meena
346,Diya,Female,50,Mumbai,Maharashtra,Rice,Grocery,3,1200,20,2880,Card,2025-12-23,Arjun
347,Yusuf,Female,59,Pune,Maharashtra,Watch,Fashion,3,5000,20,12000,UPI,2025-11-09,Anu
348,Divya,Female,32,Bengaluru,Karnataka,Chair,Furniture,2,4500,20,7200,Card,2025-06-07,Anu
349,Meena,Female,58,Bengaluru,Karnataka,TV,Electronics,5,42000,20,168000,Cash,2025-07-27,Ahmed
350,Arjun,Female,19,Delhi,Delhi,Laptop,Electronics,4,55000,15,187000,UPI,2025-12-26,Rahul
351,Divya,Female,46,Bengaluru,Karnataka,Laptop,Electronics,2,55000,15,93500,UPI,2025-08-24,Yusuf
352,Priya,Male,36,Hyderabad,Telangana,Chair,Furniture,2,4500,10,8100,Card,2025-03-02,Priya
353,Neha,Male,59,Bengaluru,Karnataka,Watch,Fashion,5,5000,5,23750,NetBanking,2025-04-24,Neha
354,Diya,Male,30,Bengaluru,Karnataka,Watch,Fashion,4,5000,5,19000,NetBanking,2025-12-30,Diya
355,Priya,Male,56,Hyderabad,Telangana,Chair,Furniture,5,4500,15,19125,Cash,2025-08-13,Vijay
356,Anu,Male,40,Pune,Maharashtra,Phone,Electronics,1,25000,10,22500,NetBanking,2025-10-23,Priya
357,Ravi,Female,34,Chennai,Tamil Nadu,Laptop,Electronics,3,55000,10,148500,Card,2025-11-27,Rahul
358,Priya,Male,30,Chennai,Tamil Nadu,Shoes,Fashion,1,3000,20,2400,Cash,2025-11-28,Rahul
359,Anu,Male,43,Hyderabad,Telangana,TV,Electronics,3,42000,20,100800,Card,2025-08-11,Kiran
360,Diya,Female,35,Mumbai,Maharashtra,Rice,Grocery,1,1200,10,1080,UPI,2025-01-01,Divya
361,Anu,Female,35,Hyderabad,Telangana,Rice,Grocery,4,1200,20,3840,Card,2025-07-26,Ahmed
362,Vijay,Female,60,Hyderabad,Telangana,Rice,Grocery,4,1200,20,3840,Card,2025-10-30,Divya
363,Vijay,Female,38,Bengaluru,Karnataka,Laptop,Electronics,5,55000,10,247500,Cash,2025-05-03,Yusuf
364,Diya,Female,43,Pune,Maharashtra,Table,Furniture,1,7000,0,7000,Card,2025-11-21,Ravi
365,Sneha,Female,59,Hyderabad,Telangana,Phone,Electronics,4,25000,5,95000,UPI,2025-11-22,Divya
366,Vijay,Female,42,Chennai,Tamil Nadu,Rice,Grocery,2,1200,20,1920,Card,2025-04-04,Aarav
367,Vijay,Female,40,Bengaluru,Karnataka,Table,Furniture,1,7000,15,5950,UPI,2025-09-10,Neha
368,Ahmed,Male,33,Pune,Maharashtra,Phone,Electronics,2,25000,10,45000,Cash,2025-12-02,Ahmed
369,Priya,Female,34,Hyderabad,Telangana,Chair,Furniture,2,4500,15,7650,Card,2025-01-24,Priya
370,Priya,Male,30,Bengaluru,Karnataka,Table,Furniture,3,7000,15,17850,NetBanking,2025-10-23,Anu
371,Diya,Male,46,Hyderabad,Telangana,Chair,Furniture,3,4500,15,11475,UPI,2025-02-28,Ahmed
372,Ravi,Male,22,Chennai,Tamil Nadu,Phone,Electronics,2,25000,0,50000,UPI,2025-01-11,Rahul
373,Aarav,Male,53,Hyderabad,Telangana,Watch,Fashion,3,5000,15,12750,UPI,2025-03-13,Aarav
374,Rahul,Male,33,Hyderabad,Telangana,Watch,Fashion,3,5000,0,15000,NetBanking,2025-09-08,Neha
375,Diya,Female,57,Mumbai,Maharashtra,Shoes,Fashion,4,3000,5,11400,Card,2025-03-28,Ahmed
376,Yusuf,Female,51,Mumbai,Maharashtra,TV,Electronics,2,42000,20,67200,NetBanking,2025-05-30,Aarav
377,Arjun,Male,40,Pune,Maharashtra,Watch,Fashion,3,5000,15,12750,UPI,2025-09-07,Vijay
378,Meena,Female,36,Hyderabad,Telangana,Phone,Electronics,4,25000,5,95000,NetBanking,2025-09-03,Diya
379,Anu,Female,31,Hyderabad,Telangana,Table,Furniture,1,7000,0,7000,UPI,2025-12-09,Meena
380,Ahmed,Female,40,Mumbai,Maharashtra,TV,Electronics,2,42000,20,67200,NetBanking,2025-06-20,Ravi
381,Meena,Female,20,Bengaluru,Karnataka,TV,Electronics,2,42000,5,79800,Cash,2025-06-11,Meena
382,Rahul,Female,56,Hyderabad,Telangana,TV,Electronics,3,42000,5,119700,Card,2025-07-07,Vijay
383,Sneha,Male,32,Bengaluru,Karnataka,Rice,Grocery,4,1200,20,3840,NetBanking,2025-08-26,Priya
384,Divya,Male,46,Bengaluru,Karnataka,Watch,Fashion,2,5000,15,8500,NetBanking,2025-08-02,Kiran
385,Divya,Female,21,Hyderabad,Telangana,Phone,Electronics,2,25000,10,45000,UPI,2025-07-11,Ravi
386,Kiran,Male,18,Pune,Maharashtra,Watch,Fashion,3,5000,0,15000,UPI,2025-02-18,Kiran
387,Neha,Male,55,Hyderabad,Telangana,Chair,Furniture,4,4500,15,15300,Card,2025-03-17,Diya
388,Kiran,Male,58,Delhi,Delhi,Table,Furniture,5,7000,15,29750,UPI,2025-07-25,Yusuf
389,Priya,Male,33,Chennai,Tamil Nadu,Laptop,Electronics,2,55000,15,93500,Card,2025-07-05,Anu
390,Kiran,Female,37,Bengaluru,Karnataka,Shoes,Fashion,1,3000,0,3000,NetBanking,2025-02-27,Rahul
391,Meena,Male,49,Delhi,Delhi,Rice,Grocery,3,1200,15,3060,NetBanking,2025-08-14,Diya
392,Anu,Female,46,Delhi,Delhi,Phone,Electronics,3,25000,0,75000,UPI,2025-03-26,Neha
393,Yusuf,Male,19,Mumbai,Maharashtra,Watch,Fashion,4,5000,15,17000,UPI,2025-07-19,Arjun
394,Sneha,Female,35,Hyderabad,Telangana,Rice,Grocery,4,1200,5,4560,Card,2025-11-13,Divya
395,Rahul,Male,28,Chennai,Tamil Nadu,TV,Electronics,1,42000,10,37800,NetBanking,2025-06-05,Rahul
396,Aarav,Female,48,Bengaluru,Karnataka,Rice,Grocery,5,1200,15,5100,UPI,2025-12-30,Meena
397,Aarav,Female,22,Hyderabad,Telangana,Rice,Grocery,5,1200,10,5400,NetBanking,2025-04-07,Kiran
398,Ravi,Male,25,Delhi,Delhi,Laptop,Electronics,5,55000,5,261250,NetBanking,2025-01-12,Sneha
399,Anu,Female,60,Bengaluru,Karnataka,Phone,Electronics,1,25000,10,22500,NetBanking,2025-05-16,Meena
400,Rahul,Female,28,Delhi,Delhi,Watch,Fashion,1,5000,20,4000,Cash,2025-11-30,Aarav
401,Meena,Male,35,Hyderabad,Telangana,Laptop,Electronics,1,55000,0,55000,Cash,2025-10-24,Anu
402,Meena,Female,34,Chennai,Tamil Nadu,Chair,Furniture,2,4500,15,7650,Cash,2025-05-24,Arjun
403,Divya,Male,28,Chennai,Tamil Nadu,Rice,Grocery,4,1200,10,4320,UPI,2025-01-25,Ahmed
404,Divya,Female,32,Delhi,Delhi,Phone,Electronics,4,25000,15,85000,UPI,2025-04-29,Meena
405,Ahmed,Female,32,Hyderabad,Telangana,Rice,Grocery,3,1200,20,2880,UPI,2025-10-19,Diya
406,Vijay,Male,37,Chennai,Tamil Nadu,Shoes,Fashion,4,3000,0,12000,Card,2025-02-27,Divya
407,Anu,Male,60,Pune,Maharashtra,Table,Furniture,3,7000,10,18900,Cash,2025-09-01,Ravi
408,Anu,Male,25,Bengaluru,Karnataka,Chair,Furniture,3,4500,0,13500,UPI,2025-05-12,Diya
409,Vijay,Male,21,Chennai,Tamil Nadu,Watch,Fashion,4,5000,5,19000,Cash,2025-03-21,Meena
410,Ahmed,Male,60,Pune,Maharashtra,Laptop,Electronics,5,55000,15,233750,Card,2025-09-03,Vijay
411,Neha,Female,19,Mumbai,Maharashtra,Laptop,Electronics,5,55000,20,220000,Card,2025-10-10,Vijay
412,Diya,Female,33,Chennai,Tamil Nadu,TV,Electronics,5,42000,10,189000,Card,2025-06-26,Diya
413,Kiran,Male,33,Pune,Maharashtra,Phone,Electronics,3,25000,20,60000,Cash,2025-08-08,Vijay
414,Arjun,Male,39,Delhi,Delhi,Table,Furniture,4,7000,20,22400,UPI,2025-05-21,Aarav
415,Divya,Female,26,Bengaluru,Karnataka,Table,Furniture,4,7000,5,26600,UPI,2025-02-01,Arjun
416,Divya,Female,43,Hyderabad,Telangana,Laptop,Electronics,5,55000,15,233750,UPI,2025-03-06,Priya
417,Kiran,Female,24,Delhi,Delhi,Phone,Electronics,3,25000,20,60000,Card,2025-06-17,Diya
418,Priya,Male,24,Pune,Maharashtra,Shoes,Fashion,5,3000,20,12000,UPI,2025-12-13,Rahul
419,Priya,Male,19,Hyderabad,Telangana,TV,Electronics,1,42000,10,37800,NetBanking,2025-09-29,Sneha
420,Anu,Male,41,Chennai,Tamil Nadu,TV,Electronics,1,42000,15,35700,NetBanking,2025-02-18,Anu
421,Divya,Female,40,Hyderabad,Telangana,Phone,Electronics,3,25000,15,63750,Card,2025-07-24,Priya
422,Aarav,Female,44,Mumbai,Maharashtra,Table,Furniture,5,7000,20,28000,Card,2025-10-10,Kiran
423,Sneha,Female,33,Mumbai,Maharashtra,Table,Furniture,5,7000,0,35000,Cash,2025-01-15,Divya
424,Meena,Male,42,Mumbai,Maharashtra,Chair,Furniture,3,4500,15,11475,Card,2025-06-09,Divya
425,Kiran,Male,18,Hyderabad,Telangana,Rice,Grocery,1,1200,0,1200,UPI,2025-03-02,Priya
426,Meena,Female,58,Bengaluru,Karnataka,Shoes,Fashion,4,3000,0,12000,NetBanking,2025-06-14,Priya
427,Anu,Female,40,Chennai,Tamil Nadu,Phone,Electronics,3,25000,20,60000,Card,2025-01-18,Divya
428,Rahul,Male,59,Delhi,Delhi,Rice,Grocery,5,1200,20,4800,UPI,2025-04-14,Meena
429,Neha,Male,48,Delhi,Delhi,TV,Electronics,5,42000,10,189000,Card,2025-04-23,Sneha
430,Priya,Male,36,Chennai,Tamil Nadu,Table,Furniture,2,7000,5,13300,NetBanking,2025-06-15,Kiran
431,Aarav,Male,29,Hyderabad,Telangana,Shoes,Fashion,3,3000,15,7650,Card,2025-02-24,Ahmed
432,Aarav,Male,47,Chennai,Tamil Nadu,Table,Furniture,3,7000,0,21000,NetBanking,2025-06-14,Yusuf
433,Kiran,Male,53,Delhi,Delhi,Table,Furniture,1,7000,20,5600,Card,2025-08-02,Aarav
434,Divya,Female,33,Bengaluru,Karnataka,Table,Furniture,2,7000,15,11900,Cash,2025-07-13,Vijay
435,Neha,Male,39,Bengaluru,Karnataka,Shoes,Fashion,2,3000,5,5700,Card,2025-01-24,Ravi
436,Sneha,Male,21,Pune,Maharashtra,Table,Furniture,4,7000,20,22400,Cash,2025-03-22,Yusuf
437,Diya,Female,47,Delhi,Delhi,Rice,Grocery,3,1200,5,3420,NetBanking,2025-01-12,Sneha
438,Meena,Female,57,Delhi,Delhi,Shoes,Fashion,4,3000,5,11400,UPI,2025-04-01,Priya
439,Kiran,Male,38,Delhi,Delhi,Table,Furniture,1,7000,15,5950,NetBanking,2025-03-03,Priya
440,Rahul,Male,26,Delhi,Delhi,Laptop,Electronics,3,55000,0,165000,Cash,2025-10-20,Arjun
441,Sneha,Male,50,Bengaluru,Karnataka,Table,Furniture,1,7000,15,5950,UPI,2025-03-18,Neha
442,Neha,Male,57,Bengaluru,Karnataka,Laptop,Electronics,4,55000,10,198000,NetBanking,2025-12-26,Aarav
443,Ahmed,Female,20,Bengaluru,Karnataka,Shoes,Fashion,2,3000,15,5100,NetBanking,2025-12-13,Kiran
444,Ravi,Female,19,Pune,Maharashtra,TV,Electronics,4,42000,15,142800,NetBanking,2025-11-04,Priya
445,Anu,Male,23,Delhi,Delhi,Phone,Electronics,3,25000,20,60000,Cash,2025-03-09,Ahmed
446,Kiran,Female,41,Bengaluru,Karnataka,Watch,Fashion,5,5000,15,21250,Cash,2025-02-05,Divya
447,Ahmed,Female,56,Hyderabad,Telangana,Watch,Fashion,3,5000,15,12750,NetBanking,2025-08-22,Rahul
448,Anu,Female,46,Delhi,Delhi,Chair,Furniture,2,4500,10,8100,Card,2025-12-09,Meena
449,Rahul,Male,37,Mumbai,Maharashtra,Laptop,Electronics,4,55000,0,220000,Cash,2025-02-27,Priya
450,Vijay,Male,38,Bengaluru,Karnataka,Watch,Fashion,4,5000,15,17000,Card,2025-11-17,Meena
451,Arjun,Female,26,Delhi,Delhi,TV,Electronics,5,42000,10,189000,NetBanking,2025-01-15,Ravi
452,Priya,Male,42,Delhi,Delhi,Chair,Furniture,1,4500,15,3825,Card,2025-06-03,Arjun
453,Yusuf,Female,42,Hyderabad,Telangana,TV,Electronics,4,42000,10,151200,Card,2025-06-07,Neha
454,Vijay,Male,60,Hyderabad,Telangana,Watch,Fashion,2,5000,5,9500,Card,2025-12-10,Ahmed
455,Divya,Female,22,Hyderabad,Telangana,Phone,Electronics,5,25000,0,125000,UPI,2025-02-25,Rahul
456,Divya,Male,52,Chennai,Tamil Nadu,Watch,Fashion,1,5000,15,4250,Cash,2025-11-15,Rahul
457,Sneha,Male,43,Hyderabad,Telangana,Table,Furniture,5,7000,10,31500,NetBanking,2025-07-12,Priya
458,Priya,Female,22,Delhi,Delhi,Table,Furniture,5,7000,5,33250,NetBanking,2025-10-17,Sneha
459,Yusuf,Female,52,Mumbai,Maharashtra,Table,Furniture,4,7000,20,22400,Card,2025-05-15,Sneha
460,Priya,Female,27,Bengaluru,Karnataka,Phone,Electronics,4,25000,20,80000,NetBanking,2025-11-20,Aarav
461,Diya,Female,38,Hyderabad,Telangana,Table,Furniture,5,7000,20,28000,Cash,2025-09-28,Kiran
462,Vijay,Male,21,Pune,Maharashtra,Watch,Fashion,4,5000,20,16000,Card,2025-02-18,Kiran
463,Neha,Male,40,Mumbai,Maharashtra,Watch,Fashion,2,5000,15,8500,Cash,2025-05-29,Divya
464,Aarav,Female,44,Pune,Maharashtra,Watch,Fashion,3,5000,0,15000,Card,2025-09-09,Ravi
465,Arjun,Female,45,Delhi,Delhi,Laptop,Electronics,2,55000,15,93500,NetBanking,2025-01-19,Ahmed
466,Aarav,Male,24,Mumbai,Maharashtra,TV,Electronics,4,42000,15,142800,NetBanking,2025-08-26,Ravi
467,Arjun,Female,20,Bengaluru,Karnataka,TV,Electronics,1,42000,10,37800,Cash,2025-09-14,Anu
468,Sneha,Male,54,Bengaluru,Karnataka,Watch,Fashion,5,5000,15,21250,Cash,2025-05-17,Sneha
469,Meena,Male,28,Delhi,Delhi,Watch,Fashion,2,5000,5,9500,UPI,2025-09-10,Neha
470,Priya,Female,45,Mumbai,Maharashtra,Shoes,Fashion,2,3000,0,6000,Cash,2025-04-07,Vijay
471,Anu,Male,37,Chennai,Tamil Nadu,Shoes,Fashion,4,3000,0,12000,Cash,2025-03-18,Ahmed
